"Id;""Name"";""Description"";""ServerName"";""TopicName"";""Address"";""Coef"";""Offset"";""LogEnabled"";""AlEnabled"";""Type"";""AlBool"";""MemTag"";""MbsTcpEnabled"";""MbsTcpFloat"";""SnmpEnabled"";""RTLogEnabled"";""AlAutoAck"";""ForceRO"";""SnmpOID"";""AutoType"";""AlHint"";""AlHigh"";""AlLow"";""AlTimeDB"";""AlLevelDB"";""IVGroupA"";""IVGroupB"";""IVGroupC"";""IVGroupD"";""PageId"";""RTLogWindow"";""RTLogTimer"";""LogDB"";""LogTimer"";""AlLoLo"";""AlHiHi"";""MbsTcpRegister"";""MbsTcpCoef"";""MbsTcpOffset"";""EEN"";""ETO"";""ECC"";""ESU"";""EAT"";""ESH"";""SEN"";""STO"";""SSU"";""TEN"";""TSU"";""FEN"";""FFN"";""FCO"";""AlStat"";""ChangeTime"";""TagValue"";""TagQuality"";""AlType""",,,,
"498;""BMS_Rack_4_Alarm_15"";""Module Over Voltage_Alarm"";""MODBUS"";""A"";""43212#3"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_4 Module Over Voltage_Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"499;""BMS_Rack_4_Alarm_16"";""Module Voltage Imbalance Alarm"";""MODBUS"";""A"";""43212#4"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_4 Module Voltage Imbalance Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"500;""BMS_Rack_4_Alarm_17"";""Module Temperature Imbalance Alarm"";""MODBUS"";""A"";""43212#5"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_4 Module Temperature Imbalance Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"501;""BMS_Rack_4_Alarm_18"";""Rack Module Comms Fail Alarm"";""MODBUS"";""A"";""43212#6"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_4 Module Comms Fail Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"502;""BMS_Rack_4_Alarm_19"";""Rack System Comms Fail Alarm"";""MODBUS"";""A"";""43212#7"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_4 System Comms Fail Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"503;""BMS_Rack_4_Alarm_20"";""Rack Charge Over Current Alarm"";""MODBUS"";""A"";""43212#8"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_4 Charge Over Current Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"504;""BMS_Rack_4_Alarm_21"";""Rack Discharge Over Current Alarm"";""MODBUS"";""A"";""43212#9"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_4 Discharge Over Current Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"505;""BMS_Rack_4_Alarm_22"";""Rack Under Voltage Alarm"";""MODBUS"";""A"";""43212#10"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_4 Under Voltage Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"506;""BMS_Rack_4_Alarm_23"";""Rack Over Voltage Alarm"";""MODBUS"";""A"";""43212#11"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_4 Over Voltage Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"507;""BMS_Rack_4_Alarm_24"";""Rack Voltage Sensing Difference"";""MODBUS"";""A"";""43212#12"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_4 Voltage Sensing Difference Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"508;""BMS_Rack_4_Alarm_25"";""Rack Current Sensing Difference"";""MODBUS"";""A"";""43212#13"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_4 Current Sensing Difference Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"509;""BMS_Rack_4_Alarm_26"";""Rack String Voltage-Imbalance"";""MODBUS"";""A"";""43212#14"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_4 String Voltage-Imbalance Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"510;""BMS_Rack_4_Alarm_27"";""Rack String Current-Imbalance"";""MODBUS"";""A"";""43212#15"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_4 String Current-Imbalance Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"511;""BMS_Rack_4_Module_Num_of_Max_Cell_V_A"";""Module Number of Max Cell Voltage A"";""MODBUS"";""A"";""43214"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"512;""BMS_Rack_4_Cell_Num_of_Max_Cell_V_A"";""Cell Number of Max Cell Voltage A"";""MODBUS"";""A"";""43215"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"513;""BMS_Rack_4_Module_Num_of_Max_Cell_V_B"";""Module Number of Max Cell Voltage B"";""MODBUS"";""A"";""43217"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"514;""BMS_Rack_4_Cell_Num_of_Max_Cell_V_B"";""Cell Number of Max Cell Voltage B"";""MODBUS"";""A"";""43218"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"515;""BMS_Rack_4_Module_Num_of_Min_Cell_V_A"";""Module Number of Min Cell Voltage A"";""MODBUS"";""A"";""43221"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"516;""BMS_Rack_4_Cell_Num_of_Min_Cell_V_A"";""Cell Number of Min Cell Voltage A"";""MODBUS"";""A"";""43222"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"517;""BMS_Rack_4_Module_Num_of_Min_Cell_V_B"";""Module Number of Min Cell Voltage B"";""MODBUS"";""A"";""43224"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"518;""BMS_Rack_4_Cell_Num_of_Min_Cell_V_B"";""Cell Number of Min Cell Voltage B"";""MODBUS"";""A"";""43225"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"519;""BMS_Rack_4_Module_Num_of_Max_Cell_Temp_A"";""Module Number of Max Cell Temp A"";""MODBUS"";""A"";""43227"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"520;""BMS_Rack_4_Cell_Num_of_Max_Cell_Temp_A"";""Cell Number of Max Cell Temp A"";""MODBUS"";""A"";""43228"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"521;""BMS_Rack_4_Module_Num_of_Max_Cell_Temp_B"";""Module Number of Max Cell Temp B"";""MODBUS"";""A"";""43230"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"522;""BMS_Rack_4_Cell_Num_of_Max_Cell_Temp_B"";""Cell Number of Max Cell Temp B"";""MODBUS"";""A"";""43231"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"523;""BMS_Rack_4_Module_Num_of_Min_Cell_Temp_A"";""Module Number of Min Cell Temp A"";""MODBUS"";""A"";""43234"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"524;""BMS_Rack_4_Cell_Num_of_Min_Cell_Temp_A"";""Cell Number of Min Cell Temp A"";""MODBUS"";""A"";""43235"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"525;""BMS_Rack_4_Module_Num_of_Min_Cell_Temp_B"";""Module Number of Min Cell Temp B"";""MODBUS"";""A"";""43237"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"526;""BMS_Rack_4_Cell_Num_of_Min_Cell_Temp_B"";""Cell Number of Min Cell Temp B"";""MODBUS"";""A"";""43238"";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;2;"""";0;""03/08/2020 14:31:32""",,,,
"527;""BMS_Rack_5_Current"";""BMS Rack 5 Current"";""MODBUS"";""A"";""43251I"";0.1;0;1;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;1;1;600;10;-1;60;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 15:26:26""",,,,
"528;""BMS2_Rack_5_SoH"";""BMS Rack 5 SoH"";""MODBUS"";""A"";""43754"";0.1;0;1;0;1;0;0;0;0;0;1;0;1;0;"""";0;0;0;0;0;0;0;1;1;600;10;0.1;60;"""";"""";1;1;0;"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";0;0;1;"""";0;""03/08/2020 15:26:26""",,,,
"529;""BMS_Rack_5_Fault_1"";""BMS Additional_Protection"";""MODBUS"";""A"";""43255#0"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Additional_Protection Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"530;""BMS_Rack_5_Fault_2"";""DCSW1 Sensing Fail"";""MODBUS"";""A"";""43256#8"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 DCSW1 Sensing Fail Alarm¶¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"531;""BMS_Rack_5_Fault_3"";""DCSW2 Sensing Fail"";""MODBUS"";""A"";""43256#9"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 DCSW2 Sensing Fail Alarm¶¶¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"532;""BMS_Rack_5_Fault_4"";""DCSW3 Sensing Fail_Fault"";""MODBUS"";""A"";""43256#10"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 DCSW3 Sensing Fail_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"533;""BMS_Rack_5_Fault_5"";""DCSW3 Fail_Fault"";""MODBUS"";""A"";""43256#11"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 DCSW3 Fail_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"534;""BMS_Rack_5_Fault_6"";""Module PCB Under Temperature_Fault"";""MODBUS"";""A"";""43256#12"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Module PCB Under Temperature_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"535;""BMS_Rack_5_Fault_7"";""Module PCB Over-Temperature_Fault"";""MODBUS"";""A"";""43256#13"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Module PCB Over-Temperature_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"536;""BMS_Rack_5_Fault_8"";""Charge Current Limit_Fault"";""MODBUS"";""A"";""43256#14"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_4 Charge Current Limit_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"537;""BMS_Rack_5_Fault_9"";""Discharrge Current Limit_Fault"";""MODBUS"";""A"";""43256#15"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Charge Current Limit_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"538;""BMS_Rack_5_Fault_10"";""Rack Fuse Fail_Fault"";""MODBUS"";""A"";""43257#0"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Discharrge Current Limit_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"539;""BMS_Rack_5_Fault_11"";""Permanent Under-Voltage_Fault"";""MODBUS"";""A"";""43257#1"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Rack Fuse Fail_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"540;""BMS_Rack_5_Fault_12"";""Module Under-Temperature_Fault"";""MODBUS"";""A"";""43258#0"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Permanent Under-Voltage_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"541;""BMS_Rack_5_Fault_13"";""Module Over-Temperature_Fault"";""MODBUS"";""A"";""43258#1"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Module Under-Temperature_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"542;""BMS_Rack_5_Fault_14"";""Module Under Voltage_Fault"";""MODBUS"";""A"";""43258#2"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Module Over-Temperature_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"543;""BMS_Rack_5_Fault_15"";""Module Over Voltage_Fault"";""MODBUS"";""A"";""43258#3"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Module Under Voltage_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"544;""BMS_Rack_5_Fault_16"";""Module Voltage Imbalance Fault"";""MODBUS"";""A"";""43258#4"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Module Over Voltage_Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"545;""BMS_Rack_5_Fault_17"";""Module Temperature Imbalance Fault"";""MODBUS"";""A"";""43258#5"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Module Voltage Imbalance Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"546;""BMS_Rack_5_Fault_18"";""Rack Module Comms Fail Fault"";""MODBUS"";""A"";""43258#6"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Module Temperature Imbalance Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"547;""BMS_Rack_5_Fault_19"";""Rack System Comms Fail Fault"";""MODBUS"";""A"";""43258#7"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Rack Module Comms Fail Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"548;""BMS_Rack_5_Fault_20"";""Rack Charge Over Current Fault"";""MODBUS"";""A"";""43258#8"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Rack System Comms Fail Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"549;""BMS_Rack_5_Fault_21"";""Rack Discharge Over Current Fault"";""MODBUS"";""A"";""43258#9"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Rack Charge Over Current Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"550;""BMS_Rack_5_Fault_22"";""Rack Under Voltage Fault"";""MODBUS"";""A"";""43258#10"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Rack Discharge Over Current Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"551;""BMS_Rack_5_Fault_23"";""Rack Over Voltage Fault"";""MODBUS"";""A"";""43258#11"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Rack Under Voltage Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"552;""BMS_Rack_5_Fault_24"";""Rack Voltage Sensing Difference"";""MODBUS"";""A"";""43258#12"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Rack Over Voltage Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"553;""BMS_Rack_5_Fault_25"";""Rack Current Sensing Difference"";""MODBUS"";""A"";""43258#13"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Rack Voltage Sensing Difference Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"554;""BMS_Rack_5_Fault_26"";""Rack String Voltage-Imbalance"";""MODBUS"";""A"";""43258#14"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Rack Current Sensing Difference Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"555;""BMS_Rack_5_Fault_27"";""Rack String Current-Imbalance"";""MODBUS"";""A"";""43258#15"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Rack String Voltage-Imbalance Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"556;""BMS_Rack_5_Alarm_1"";""BMS Additional_Protection"";""MODBUS"";""A"";""43259#0"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Rack String Current-Imbalance Alarm¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"557;""BMS_Rack_5_Alarm_2"";""DCSW1 Sensing Fail"";""MODBUS"";""A"";""43260#8"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 Additional_Protection Fault¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"558;""BMS_Rack_5_Alarm_3"";""DCSW2 Sensing Fail"";""MODBUS"";""A"";""43260#9"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 DCSW1 Sensing Fail Fault¶¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
"559;""BMS_Rack_5_Alarm_4"";""DCSW3 Sensing Fail_Alarm"";""MODBUS"";""A"";""43260#10"";1;0;0;1;1;0;0;0;0;0;1;0;1;0;"""";1;0;0;0;0;0;0;0;1;600;10;-1;0;"""";"""";1;1;0;8;"""";"""";""BMS_Rack_5 DCSW2 Sensing Fail Fault¶¶¶"";"""";0;0;"""";"""";0;"""";0;"""";"""";0;0;0;"""";0;""03/08/2020 14:31:32""",,,,
