"Id";"Name";"Description";"ServerName";"TopicName";"Address";"Coef";"Offset";"LogEnabled";"AlEnabled";"Type";"AlBool";"MemTag";"MbsTcpEnabled";"MbsTcpFloat";"SnmpEnabled";"RTLogEnabled";"AlAutoAck";"ForceRO";"SnmpOID";"AutoType";"AlHint";"AlHigh";"AlLow";"AlTimeDB";"AlLevelDB";"IVGroupA";"IVGroupB";"IVGroupC";"IVGroupD";"PageId";"RTLogWindow";"RTLogTimer";"LogDB";"LogTimer";"AlLoLo";"AlHiHi";"MbsTcpRegister";"MbsTcpCoef";"MbsTcpOffset";"EEN";"ETO";"ECC";"ESU";"EAT";"ESH";"SEN";"STO";"SSU";"TEN";"TSU";"FEN";"FFN";"FCO";"AlStat";"ChangeTime";"TagValue";"TagQuality";"AlType"
57;"PCS_1_Freq";"";"MODBUS";"A";"42018";0.01;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"23/07/2020 14:29:12";49.95;65472
58;"PCS_1_Ia";"";"MODBUS";"A";"42015";0.01;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"23/07/2020 14:29:27";2.8;65472
59;"PCS_1_Ib";"";"MODBUS";"A";"42016";0.01;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"23/07/2020 14:29:27";2.8;65472
60;"PCS_1_Ic";"";"MODBUS";"A";"42017";0.01;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"23/07/2020 14:29:27";2.8;65472
61;"PCS_1_Pact";"";"MODBUS";"A";"42002I";0.1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;1;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"23/07/2020 14:29:27";16;65472
62;"PCS_1_Preact";"";"MODBUS";"A";"42006I";0.1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;60;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"23/07/2020 14:29:13";-0.7;65472
63;"PCS_1_Pf";"";"MODBUS";"A";"42008";0.001;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"23/07/2020 14:29:27";0.998;65472
64;"PCS1_Fault_1";"DC Over-Voltage";"MODBUS";"A";"42051#1";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"DC Over-Voltage";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"18/07/2020 20:47:12";0;65472
65;"PCS_2_DC_I";"DC Batt Current";"MODBUS";"A";"42119I";0.01;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;1;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"23/07/2020 14:29:27";2.64;65472
66;"PCS_2_DC_V";"";"MODBUS";"A";"42121";0.1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;1;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"23/07/2020 14:29:27";631.6;65472
67;"PCS_2_DC_P";"";"MODBUS";"A";"42120I";0.1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"23/07/2020 14:29:26";16.7;65472
69;"PCS_2_Vbc";"";"MODBUS";"A";"42110";0.1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"23/07/2020 14:29:27";354.8;65472
70;"PCS_2_Vca";"";"MODBUS";"A";"42111";0.1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"23/07/2020 14:29:26";359;65472
71;"PCS_2_Freq";"";"MODBUS";"A";"42118";0.01;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"23/07/2020 14:29:11";49.95;65472
72;"PCS_2_Ia";"";"MODBUS";"A";"42115";0.01;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"23/07/2020 14:29:26";2.8;65472
73;"PCS_2_Ib";"";"MODBUS";"A";"42116";0.01;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"23/07/2020 14:29:27";2.8;65472
74;"PCS_2_Ic";"";"MODBUS";"A";"42117";0.01;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"23/07/2020 14:29:27";2.8;65472
75;"PCS_2_Pact";"";"MODBUS";"A";"42102I";0.1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;1;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"23/07/2020 14:29:27";16.2;65472
76;"PCS_2_Preact";"";"MODBUS";"A";"42105I";0.1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;60;10;-1;60;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"23/07/2020 14:29:13";0;65472
77;"PCS_2_Pf";"";"MODBUS";"A";"42108";0.001;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"23/07/2020 14:28:09";0.999;65472
91;"PCS_T_Pact";"";"MODBUS";"B";"+310054I";0.1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;1;1;600;10;-1;60;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"01/01/1970 01:00:00";0;12
92;"PCS_T_Preact";"";"MODBUS";"B";"+310055I";0.1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;60;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"01/01/1970 01:00:00";0;12
93;"PCS_T_Pf";"";"MODBUS";"B";"+310056I";0.001;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;60;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"01/01/1970 01:00:00";0;12
94;"EMS_System_Status";"";"MODBUS";"B";"+313000D";1;0;1;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;0;"01/01/1970 01:00:00";0;12
95;"PCS_2_Work_Status";"";"MODBUS";"A";"42171D";1;0;1;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;0;"20/07/2020 12:18:39";1;65472
97;"EMS_Mgrid_V_AC";"";"MODBUS";"B";"+310077";0.1;0;0;0;0;0;0;0;0;0;1;0;1;0;"SoC Alert";80;20;0;0;1;0;0;0;1;600;10;-1;60;"";"";1;1;0;0;"";"";"";"";0;0;"";"";0;"";0;"";"";0;1;0;"01/01/1970 01:00:00";0;12
98;"EMS_Mgrid_Freq";"";"MODBUS";"B";"+310078";0.01;0;0;0;0;0;0;0;0;0;1;0;1;0;"SoC Alert";80;20;0;0;1;0;0;0;1;600;10;-1;60;"";"";1;1;0;0;"";"";"";"";0;0;"";"";0;"";0;"";"";0;1;0;"01/01/1970 01:00:00";0;12
99;"EMS_Rated_Power";"";"MODBUS";"B";"+310051";0.1;0;0;0;0;0;0;0;0;0;1;0;1;0;"SoC Alert";80;20;0;0;1;0;0;0;1;600;10;-1;60;"";"";1;1;0;0;"";"";"";"";0;0;"";"";0;"";0;"";"";0;1;0;"01/01/1970 01:00:00";0;12
100;"EMS_Grid_State";"1 = normal, 0 = abnormal";"MODBUS";"B";"+310053";1;0;0;0;0;0;0;0;0;0;1;0;1;1;"SoC Alert";80;20;0;0;1;0;0;0;1;600;10;-1;60;"";"";1;1;0;0;"";"";"";"";0;0;"";"";0;"";0;"";"";0;3;0;"01/01/1970 01:00:00";0;12
101;"PCS_in_service";"";"MODBUS";"B";"+310073";1;0;0;0;0;0;0;0;0;0;1;0;1;1;"SoC Alert";80;20;0;0;1;0;0;0;1;600;10;-1;60;"";"";1;1;0;0;"";"";"";"";0;0;"";"";0;"";0;"";"";0;3;0;"01/01/1970 01:00:00";0;12
102;"PCS_Charge_Left";"";"MODBUS";"B";"+310065D";1;0;0;0;0;0;0;0;0;0;1;0;1;1;"SoC Alert";80;20;0;0;1;0;0;0;1;600;10;-1;60;"";"";1;1;0;0;"";"";"";"";0;0;"";"";0;"";0;"";"";0;3;0;"01/01/1970 01:00:00";0;12
103;"PCS_Discharge_Left";"";"MODBUS";"B";"+310067D";1;0;0;0;0;0;0;0;0;0;1;0;1;1;"SoC Alert";80;20;0;0;1;0;0;0;1;600;10;-1;60;"";"";1;1;0;0;"";"";"";"";0;0;"";"";0;"";0;"";"";0;3;0;"01/01/1970 01:00:00";0;12
104;"PCS_1_Charge_Left";"";"MODBUS";"A";"42024D";1;0;0;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;0;"23/07/2020 13:34:10";41592;65472
107;"PCS_1_Discharge_Left";"";"MODBUS";"A";"42026D";1;0;0;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;0;"23/07/2020 14:27:00";37605;65472
108;"PCS_2_Discharge_Left";"";"MODBUS";"A";"42125D";0.001;0;0;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;0;"23/07/2020 14:28:14";0;65472
110;"BMS_2_SoH";"";"MODBUS";"A";"+411004";0.1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"18/07/2020 20:47:13";99.1;65472
112;"BMS_1_Voltage";"";"MODBUS";"A";"+410001";0.1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"23/07/2020 14:29:27";629.8;65472
113;"BMS_2_Voltage";"";"MODBUS";"A";"+411001";0.1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"23/07/2020 14:29:25";630.6;65472
124;"BMS_1_Ambient_Temp";"";"MODBUS";"A";"+410009";0.1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"18/07/2020 20:47:13";0;65472
125;"BMS_2_Ambient_Temp";"";"MODBUS";"A";"+411009";0.1;0;0;0;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;1;0;"18/07/2020 20:47:13";0;65472
138;"EMS_Alarm_1";"PCS Fault";"MODBUS";"B";"+313006#0";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"PCS Fault";1;-1;0;1;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"sheeran.chen@powerstar.com";"leonard.emaki@powerstar.com,ArdaCan.Ertay@powerstar.com,olivia.zeng@powerstar.com";"EMS Alarm - Safran";"";1;0;"";"";0;"";0;"";"";0;0;0;"01/01/1970 01:00:00";0;12
139;"EMS_Time_Y";"";"MODBUS";"B";"+410050";1;0;0;0;0;0;0;0;0;0;1;0;1;1;"SoC Alert";80;20;0;0;1;0;0;0;1;600;10;-1;60;"";"";1;1;0;8;"";"";"";"";0;0;"";"";0;"";0;"";"";0;3;0;"18/07/2020 20:47:12";0;65472
140;"EMS_Time_Mon";"";"MODBUS";"B";"+410051";1;0;0;0;0;0;0;0;0;0;1;0;1;1;"SoC Alert";80;20;0;0;1;0;0;0;1;600;10;-1;60;"";"";1;1;0;8;"";"";"";"";0;0;"";"";0;"";0;"";"";0;3;0;"18/07/2020 20:47:12";0;65472
141;"EMS_Time_D";"";"MODBUS";"B";"+410052";1;0;0;0;0;0;0;0;0;0;1;0;1;1;"SoC Alert";80;20;0;0;1;0;0;0;1;600;10;-1;60;"";"";1;1;0;8;"";"";"";"";0;0;"";"";0;"";0;"";"";0;3;0;"18/07/2020 20:47:12";0;65472
142;"EMS_Time_H";"";"MODBUS";"B";"+410053";1;0;0;0;0;0;0;0;0;0;1;0;1;1;"SoC Alert";80;20;0;0;1;0;0;0;1;600;10;-1;60;"";"";1;1;0;8;"";"";"";"";0;0;"";"";0;"";0;"";"";0;3;0;"18/07/2020 20:47:12";0;65472
143;"EMS_Time_Min";"";"MODBUS";"B";"+410054";1;0;0;0;0;0;0;0;0;0;1;0;1;1;"SoC Alert";80;20;0;0;1;0;0;0;1;600;10;-1;60;"";"";1;1;0;8;"";"";"";"";0;0;"";"";0;"";0;"";"";0;3;0;"18/07/2020 20:47:12";0;65472
144;"EMS_Time_S";"";"MODBUS";"B";"+410055";1;0;0;0;0;0;0;0;0;0;1;0;1;1;"SoC Alert";80;20;0;0;1;0;0;0;1;600;10;-1;60;"";"";1;1;0;8;"";"";"";"";0;0;"";"";0;"";0;"";"";0;3;0;"18/07/2020 20:47:12";0;65472
145;"BMS_2_Trip_Word";"";"MODBUS";"A";"30061,1,10.0.33.237";1;0;1;0;0;0;0;0;0;0;1;0;1;1;"BMS 2 Trip";1;-1;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;0;"01/01/1970 01:00:00";0;12
147;"BMS1_Fault0";"PCS communication fault";"MODBUS";"A";"+410061#0";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"Cell Over Temp";0;0;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;8;"";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"18/07/2020 20:47:13";0;65472
148;"BMS_2_Alarm_Word";"";"MODBUS";"A";"30062,1,10.0.33.237";1;0;1;0;0;0;0;0;0;0;1;0;1;1;"BMS 2 Alarm";1;-1;0;0;0;0;0;0;1;600;10;1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;0;"01/01/1970 01:00:00";0;12
155;"DUOS_Finished";"";"MEM";"";"DUOS_Finished";1;0;0;0;0;1;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;"18/07/2020 20:47:10";0;65472
156;"Timed_Hour_S_0";"";"MODBUS";"B";"+410100";1;0;0;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;0;"18/07/2020 20:47:12";0;65472
157;"Timed_Min_S_0";"";"MODBUS";"B";"+410101";1;0;0;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;0;"18/07/2020 20:47:12";0;65472
158;"Timed_Hour_E_0";"";"MODBUS";"B";"+410102";1;0;0;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;0;"18/07/2020 20:47:12";0;65472
159;"Timed_Min_E_0";"";"MODBUS";"B";"+410103";1;0;0;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;0;"18/07/2020 20:47:12";0;65472
160;"Timed_Power_0";"";"MODBUS";"B";"+410106I";1;0;0;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;2;0;"18/07/2020 20:47:12";0;65472
182;"HMI_Active_Power";"";"MODBUS";"A";"31024W,1,10.0.33.241";0.1;0;0;0;0;0;0;0;0;0;1;0;1;0;"";2;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"";"";"";"";0;0;"";"";0;"";0;"";"";0;1;0;"01/01/1970 01:00:00";0;12
183;"Meter_Rail_350";"";"MODBUS";"A";"42823,1";1;0;1;0;0;0;1;0;0;1;0;1;1;1;"";0;0;0;0;0;0;0;0;1;600;10;-1;300;"";"";1003;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;0;"22/12/1982 03:46:50";0;65472
184;"PLC_AGG_DISABLE";"control_method";"MODBUS";"A";"43004";1;0;0;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;0;"20/07/2020 12:27:48";0;65472
185;"AGG_Heartbeat";"";"MODBUS";"A";"41003,1,10.0.33.237";1;0;0;0;0;0;0;0;0;0;0;0;1;1;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;3;0;"22/07/2020 16:11:06";14;65472
186;"PCS1_Fault_2";"DC Under-Voltage";"MODBUS";"A";"42051#0";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"DC Under-Voltage";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"18/07/2020 20:47:12";0;65472
187;"PCS1_Fault_3";"DC Over-Current";"MODBUS";"A";"42052#4";1;0;0;0;1;0;0;0;0;0;1;0;1;0;"DC Over-Current";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"";"";"";"";0;0;"";"";0;"";0;"";"";0;0;0;"18/07/2020 20:47:12";0;65472
