"Id";"Name";"Description";"ServerName";"TopicName";"Address";"Coef";"Offset";"LogEnabled";"AlEnabled";"Type";"AlBool";"MemTag";"MbsTcpEnabled";"MbsTcpFloat";"SnmpEnabled";"RTLogEnabled";"AlAutoAck";"ForceRO";"SnmpOID";"AutoType";"AlHint";"AlHigh";"AlLow";"AlTimeDB";"AlLevelDB";"IVGroupA";"IVGroupB";"IVGroupC";"IVGroupD";"PageId";"RTLogWindow";"RTLogTimer";"LogDB";"LogTimer";"AlLoLo";"AlHiHi";"MbsTcpRegister";"MbsTcpCoef";"MbsTcpOffset";"EEN";"ETO";"ECC";"ESU";"EAT";"ESH";"SEN";"STO";"SSU";"TEN";"TSU";"FEN";"FFN";"FCO";"AlStat";"ChangeTime";"TagValue";"TagQuality";"AlType"
11;"PCS_Vbc";"BC Line Voltage";"MODBUS";"C";"+310060";0.1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"23/07/2020 13:01:21";411.4;65472;0
12;"PCS_Vca";"CA Line Voltage";"MODBUS";"C";"+310061";0.1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"23/07/2020 13:01:21";409.3;65472;0
13;"PCS_Ia";"Current Phase A";"MODBUS";"C";"+310062";0.1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"23/07/2020 13:01:21";18.8;65472;0
14;"PCS_Ib";"Current Phase B";"MODBUS";"C";"+310063";0.1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"23/07/2020 13:01:21";18.8;65472;0
15;"PCS_Ic";"Current Phase C";"MODBUS";"C";"+310064";0.1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"23/07/2020 13:01:21";20.8;65472;0
16;"PCS_DC_I";"DC Batt Current";"MODBUS";"C";"+310056";0.1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"23/07/2020 13:01:21";3.3;65472;0
17;"PCS_DC_P";"DC Batt Power";"MODBUS";"C";"+310057D";0.001;0;0;0;1;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"23/07/2020 13:01:21";2.483;65472;0
18;"PCS_PF";"PCS Power Factor";"MODBUS";"C";"+310071";0.001;0;0;0;1;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"23/07/2020 13:01:21";0.294;65472;0
19;"BMS_Rest_Charge_Energy";"BMS Rest Charge Energy";"MODBUS";"B";"+310705";1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"09/07/2020 15:18:27";65535;65472;0
20;"BMS_Rest_Discharge_Energy";"BMS Rest Discharge Energy";"MODBUS";"B";"+310707";1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;"";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"09/07/2020 15:18:27";65535;65472;0
21;"ATS_Alarm_1_Low_Battery";"Low Battery Alarm";"MODBUS";"B";"+310808#7";1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;"Low Battery Alarm";0;0;0;0;0;0;0;0;1;600;10;-1;0;"";"";1;1;0;8;"sheeran.chen@powerstar.com";"solon.mardapittas@powerstar.com,leonard.emaki@powerstar.com,ArdaCan.Ertay@powerstar.com,olivia.zeng@powerstar.com";"Osprey Virtue - Low Battery Warning ";"";1;0;"01142576200";"";0;"";0;"";"";0;"09/07/2020 15:18:27";1;65472;0
27;"ATS_Fault_1";"PCS Fault";"MEM";"";"ATS_Fault_1";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
28;"ATS_Fault_2";"PCS Comms Fault";"MEM";"";"ATS_Fault_2";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
29;"ATS_Fault_3";"PCS Address  Conflict";"MEM";"";"ATS_Fault_3";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
30;"ATS_Fault_4";"Master Conflict";"MEM";"";"ATS_Fault_4";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
31;"ATS_Fault_5";"PCS AC-Side Disconnect";"MEM";"";"ATS_Fault_5";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
32;"ATS_Fault_7";"Low Battery";"MEM";"";"ATS_Fault_7";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
33;"ATS_Fault_8";"Thyristor Over Temp";"MEM";"";"ATS_Fault_8";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
34;"ATS_Fault_9";"Self Check Fail";"MEM";"";"ATS_Fault_9";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
35;"ATS_Fault_10";"Mgrid Start Timeout";"MEM";"";"ATS_Fault_10";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
36;"ATS_Fault_11";"Mgrid Start Fail";"MEM";"";"ATS_Fault_11";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
37;"ATS_Fault_12";"Overload Protection";"MEM";"";"ATS_Fault_12";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
38;"ATS_Fault_13";"Master Not Set";"MEM";"";"ATS_Fault_13";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
39;"ATS_Fault_14";"Stop Timeout";"MEM";"";"ATS_Fault_14";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
40;"ATS_Fault_15";"BMS Fault";"MEM";"";"ATS_Fault_15";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
41;"ATS_Fault_16";"Battery Contactor Off";"MEM";"";"ATS_Fault_16";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
42;"ATS_Fault_17";"Surroundings Over Temp";"MEM";"";"ATS_Fault_17";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
43;"ATS_Fault_18";"Smog Alarm";"MEM";"";"ATS_Fault_18";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
44;"ATS_Fault_19";"1# Transformer Over T";"MEM";"";"ATS_Fault_19";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
45;"ATS_Fault_20";"2# Transformer Over T";"MEM";"";"ATS_Fault_20";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
46;"PCS_Fault_1";"DC over-voltage";"MEM";"";"PCS_Fault_1";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
47;"PCS_Fault_17";"Module B1 over temp";"MEM";"";"PCS_Fault_17";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
48;"PCS_Fault_18";"Module C1 over temp";"MEM";"";"PCS_Fault_18";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
49;"PCS_Fault_19";"Transformer over-temp";"MEM";"";"PCS_Fault_19";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
50;"PCS_Fault_20";"Reactor 1 over-temp";"MEM";"";"PCS_Fault_20";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
51;"PCS_Fault_21";"Reactor 2 over-temp";"MEM";"";"PCS_Fault_21";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
52;"PCS_Fault_22";"Module Fault";"MEM";"";"PCS_Fault_22";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
53;"PCS_Fault_23";"Fan fault";"MEM";"";"PCS_Fault_23";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
54;"PCS_Fault_24";"Sensor Failure";"MEM";"";"PCS_Fault_24";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
55;"PCS_Fault_25";"AC main contactor fault";"MEM";"";"PCS_Fault_25";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
56;"PCS_Fault_26";"DC main contactor fault";"MEM";"";"PCS_Fault_26";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
57;"PCS_Fault_27";"Phase A current sampling channel";"MEM";"";"PCS_Fault_27";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
58;"PCS_Fault_28";"Phase B current sampling channel";"MEM";"";"PCS_Fault_28";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
59;"PCS_Fault_29";"Phase C current sampling channel";"MEM";"";"PCS_Fault_29";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
60;"PCS_Fault_30";"AC fuse fault";"MEM";"";"PCS_Fault_30";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
61;"PCS_Fault_31";"Power output fault";"MEM";"";"PCS_Fault_31";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
62;"PCS_Fault_32";"Power supply air-switch";"MEM";"";"PCS_Fault_32";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
63;"PCS_Fault_33";"DC SPD fault";"MEM";"";"PCS_Fault_33";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
64;"PCS_Fault_34";"DC disconnector fault";"MEM";"";"PCS_Fault_34";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
65;"PCS_Fault_35";"AC disconnector fault";"MEM";"";"PCS_Fault_35";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
66;"PCS_Fault_36";"Ext power supply air-switch";"MEM";"";"PCS_Fault_36";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
67;"PCS_Fault_37";"Battery fault";"MEM";"";"PCS_Fault_37";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
68;"PCS_Fault_38";"DSP comms fault";"MEM";"";"PCS_Fault_38";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
69;"PCS_Fault_39";"Battery comms fault";"MEM";"";"PCS_Fault_39";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
70;"PCS_Fault_40";"Module A2 over-temperature";"MEM";"";"PCS_Fault_40";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
71;"PCS_Fault_41";"Module B2 over-temperature";"MEM";"";"PCS_Fault_41";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
72;"PCS_Fault_42";"Module C2 over-temperature";"MEM";"";"PCS_Fault_42";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
73;"PCS_Fault_43";"AC SPD Fault";"MEM";"";"PCS_Fault_43";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
74;"PCS_Fault_44";"DC fuse fault";"MEM";"";"PCS_Fault_44";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
75;"PCS_Fault_45";"Detection fuse fault";"MEM";"";"PCS_Fault_45";1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"tom.csmith@powerstar.com;solon.mardapittas@powerstar.com";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:22";0;65472;0
76;"PCS_Fault_Word_1";"PCS Fault Word 1";"MODBUS";"C";"+310202D";1;0;0;0;3;1;0;0;0;0;0;1;0;1;1;"";0;0;0;0;0;0;0;0;3;600;10;-1;0;"";"";1;1;0;0;"";"";"";"";0;0;"";"";0;"";0;"";"";0;"09/07/2020 15:18:23";0;65472;0
