26,"""BMS_Rack_7_Fault_20""","""Rack Charge Over Current Fault""","""MODBUS""","""A""","""43358#8""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Rack System Comms Fail Alarm?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
27,"""BMS_Rack_7_Fault_21""","""Rack Discharge Over Current Fault""","""MODBUS""","""A""","""43358#9""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Rack Charge Over Current Alarm?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
28,"""BMS_Rack_7_Fault_22""","""Rack Under Voltage Fault""","""MODBUS""","""A""","""43358#10""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Rack Discharge Over Current Alarm?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
29,"""BMS_Rack_7_Fault_23""","""Rack Over Voltage Fault""","""MODBUS""","""A""","""43358#11""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Rack Under Voltage Alarm?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
30,"""BMS_Rack_7_Fault_24""","""Rack Voltage Sensing Difference""","""MODBUS""","""A""","""43358#12""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Rack Over Voltage Alarm?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
31,"""BMS_Rack_7_Fault_25""","""Rack Current Sensing Difference""","""MODBUS""","""A""","""43358#13""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Rack Voltage Sensing Difference Alarm?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
32,"""BMS_Rack_7_Fault_26""","""Rack String Voltage-Imbalance""","""MODBUS""","""A""","""43358#14""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Rack Current Sensing Difference Alarm?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
33,"""BMS_Rack_7_Fault_27""","""Rack String Current-Imbalance""","""MODBUS""","""A""","""43358#15""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Rack String Voltage-Imbalance Alarm?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
34,"""BMS_Rack_7_Alarm_1""","""BMS Additional_Protection""","""MODBUS""","""A""","""43359#0""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Rack String Current-Imbalance Alarm?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
35,"""BMS_Rack_7_Alarm_2""","""DCSW1 Sensing Fail""","""MODBUS""","""A""","""43360#8""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Additional_Protection Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
36,"""BMS_Rack_7_Alarm_3""","""DCSW2 Sensing Fail""","""MODBUS""","""A""","""43360#9""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 DCSW1 Sensing Fail Fault??""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
37,"""BMS_Rack_7_Alarm_4""","""DCSW3 Sensing Fail_Alarm""","""MODBUS""","""A""","""43360#10""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 DCSW2 Sensing Fail Fault???""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
38,"""BMS_Rack_7_Alarm_5""","""DCSW3 Fail_Alarm""","""MODBUS""","""A""","""43360#11""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 DCSW3 Sensing Fail_Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
39,"""BMS_Rack_7_Alarm_6""","""Module PCB Under Temperature_Alarm""","""MODBUS""","""A""","""43360#12""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 DCSW3 Fail_Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
40,"""BMS_Rack_7_Alarm_7""","""Module PCB Over-Temperature_Alarm""","""MODBUS""","""A""","""43360#13""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Module PCB Under Temperature_Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
41,"""BMS_Rack_7_Alarm_8""","""Charge Current Limit_Alarm""","""MODBUS""","""A""","""43360#14""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Module PCB Over-Temperature_Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
42,"""BMS_Rack_7_Alarm_9""","""Discharrge Current Limit_Alarm""","""MODBUS""","""A""","""43360#15""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Charge Current Limit_Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
43,"""BMS_Rack_7_Alarm_10""","""Rack Fuse Fail_Alarm""","""MODBUS""","""A""","""43361#0""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Discharrge Current Limit_Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
44,"""BMS_Rack_7_Alarm_11""","""Permanent Under-Voltage_Alarm""","""MODBUS""","""A""","""43361#1""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Rack Fuse Fail_Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
45,"""BMS_Rack_7_Alarm_12""","""Module Under-Temperature_Alarm""","""MODBUS""","""A""","""43362#0""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Permanent Under-Voltage_Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
46,"""BMS_Rack_7_Alarm_13""","""Module Over-Temperature_Alarm""","""MODBUS""","""A""","""43362#1""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Module Under-Temperature_Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
47,"""BMS_Rack_7_Alarm_14""","""Module Under Voltage_Alarm""","""MODBUS""","""A""","""43362#2""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Module Over-Temperature_Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
48,"""BMS_Rack_7_Alarm_15""","""Module Over Voltage_Alarm""","""MODBUS""","""A""","""43362#3""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Module Under Voltage_Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
49,"""BMS_Rack_7_Alarm_16""","""Module Voltage Imbalance Alarm""","""MODBUS""","""A""","""43362#4""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Module Over Voltage_Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
50,"""BMS_Rack_7_Alarm_17""","""Module Temperature Imbalance Alarm""","""MODBUS""","""A""","""43362#5""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Module Voltage Imbalance Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
51,"""BMS_Rack_7_Alarm_18""","""Rack Module Comms Fail Alarm""","""MODBUS""","""A""","""43362#6""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Module Temperature Imbalance Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
52,"""BMS_Rack_7_Alarm_19""","""Rack System Comms Fail Alarm""","""MODBUS""","""A""","""43362#7""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Module Comms Fail Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
53,"""BMS_Rack_7_Alarm_20""","""Rack Charge Over Current Alarm""","""MODBUS""","""A""","""43362#8""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 System Comms Fail Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
54,"""BMS_Rack_7_Alarm_21""","""Rack Discharge Over Current Alarm""","""MODBUS""","""A""","""43362#9""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Charge Over Current Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
55,"""BMS_Rack_7_Alarm_22""","""Rack Under Voltage Alarm""","""MODBUS""","""A""","""43362#10""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Discharge Over Current Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
56,"""BMS_Rack_7_Alarm_23""","""Rack Over Voltage Alarm""","""MODBUS""","""A""","""43362#11""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Under Voltage Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
57,"""BMS_Rack_7_Alarm_24""","""Rack Voltage Sensing Difference""","""MODBUS""","""A""","""43362#12""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Over Voltage Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
58,"""BMS_Rack_7_Alarm_25""","""Rack Current Sensing Difference""","""MODBUS""","""A""","""43362#13""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Voltage Sensing Difference Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
59,"""BMS_Rack_7_Alarm_26""","""Rack String Voltage-Imbalance""","""MODBUS""","""A""","""43362#14""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 Current Sensing Difference Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
60,"""BMS_Rack_7_Alarm_27""","""Rack String Current-Imbalance""","""MODBUS""","""A""","""43362#15""",1,0,0,1,1,0,0,0,0,0,1,0,1,0,"""""",1,0,0,0,0,0,0,0,1,600,10,-1,0,,,1,1,0,8,"""""","""""","""BMS_Rack_7 String Voltage-Imbalance Fault?""","""""",0,0,"""""","""""",0,"""""",0,"""""","""""",0,0,0,"""""",0,"""01/01/1970 01:00:00""",0,24,0
